epoc (ms),timestamp (+0100),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1667849046082,2022-11-07T20.24.06.082,37.602,-0.009,-0.120,1.002
1667849046103,2022-11-07T20.24.06.103,37.623,-0.009,-0.121,1.000
1667849046122,2022-11-07T20.24.06.122,37.642,-0.011,-0.120,1.002
1667849046142,2022-11-07T20.24.06.142,37.662,-0.009,-0.120,1.002
1667849046163,2022-11-07T20.24.06.163,37.683,-0.010,-0.120,1.000
1667849046182,2022-11-07T20.24.06.182,37.702,-0.011,-0.120,1.000
1667849046202,2022-11-07T20.24.06.202,37.722,-0.010,-0.120,1.001
1667849046222,2022-11-07T20.24.06.222,37.742,-0.009,-0.119,1.002
1667849046242,2022-11-07T20.24.06.242,37.762,-0.010,-0.118,1.001
1667849046261,2022-11-07T20.24.06.261,37.781,-0.010,-0.120,1.000
1667849046282,2022-11-07T20.24.06.282,37.802,-0.011,-0.120,1.002
1667849046301,2022-11-07T20.24.06.301,37.821,-0.011,-0.120,1.002
1667849046321,2022-11-07T20.24.06.321,37.841,-0.009,-0.121,1.002
1667849046340,2022-11-07T20.24.06.340,37.860,-0.008,-0.119,1.000
1667849046361,2022-11-07T20.24.06.361,37.881,-0.009,-0.120,1.002
1667849046381,2022-11-07T20.24.06.381,37.901,-0.011,-0.120,1.002
1667849046400,2022-11-07T20.24.06.400,37.920,-0.009,-0.120,1.002
1667849046421,2022-11-07T20.24.06.421,37.941,-0.011,-0.119,1.000
1667849046440,2022-11-07T20.24.06.440,37.960,-0.011,-0.120,1.001
1667849046460,2022-11-07T20.24.06.460,37.980,-0.010,-0.120,1.001
1667849046479,2022-11-07T20.24.06.479,37.999,-0.009,-0.120,1.000
1667849046500,2022-11-07T20.24.06.500,38.020,-0.008,-0.120,1.000
1667849046519,2022-11-07T20.24.06.519,38.039,-0.011,-0.121,1.000
1667849046539,2022-11-07T20.24.06.539,38.059,-0.011,-0.120,1.000
1667849046560,2022-11-07T20.24.06.560,38.080,-0.009,-0.120,1.000
1667849046579,2022-11-07T20.24.06.579,38.099,-0.010,-0.120,1.002
1667849046599,2022-11-07T20.24.06.599,38.119,-0.011,-0.120,1.004
1667849046619,2022-11-07T20.24.06.619,38.139,-0.009,-0.120,1.000
1667849046639,2022-11-07T20.24.06.639,38.159,-0.009,-0.120,1.001
1667849046658,2022-11-07T20.24.06.658,38.178,-0.011,-0.120,1.001
1667849046679,2022-11-07T20.24.06.679,38.199,-0.010,-0.120,1.000
1667849046698,2022-11-07T20.24.06.698,38.218,-0.009,-0.119,1.000
1667849046718,2022-11-07T20.24.06.718,38.238,-0.009,-0.120,1.001
1667849046739,2022-11-07T20.24.06.739,38.259,-0.008,-0.119,1.001
1667849046758,2022-11-07T20.24.06.758,38.278,-0.009,-0.119,1.000
1667849046778,2022-11-07T20.24.06.778,38.298,-0.010,-0.119,1.002
1667849046797,2022-11-07T20.24.06.797,38.317,-0.010,-0.120,1.002
1667849046818,2022-11-07T20.24.06.818,38.338,-0.009,-0.120,1.002
1667849046837,2022-11-07T20.24.06.837,38.357,-0.009,-0.119,1.000
1667849046857,2022-11-07T20.24.06.857,38.377,-0.011,-0.119,1.000
1667849046876,2022-11-07T20.24.06.876,38.396,-0.011,-0.119,1.002
1667849046897,2022-11-07T20.24.06.897,38.417,-0.009,-0.120,1.002
1667849046917,2022-11-07T20.24.06.917,38.437,-0.010,-0.121,1.001
1667849046936,2022-11-07T20.24.06.936,38.456,-0.011,-0.120,1.000
1667849046957,2022-11-07T20.24.06.957,38.477,-0.011,-0.119,1.000
1667849046976,2022-11-07T20.24.06.976,38.496,-0.010,-0.121,1.002
1667849046996,2022-11-07T20.24.06.996,38.516,-0.010,-0.120,1.001
1667849047015,2022-11-07T20.24.07.015,38.535,-0.008,-0.119,1.002
1667849047036,2022-11-07T20.24.07.036,38.556,-0.009,-0.120,1.001
1667849047055,2022-11-07T20.24.07.055,38.575,-0.009,-0.120,1.000
1667849047076,2022-11-07T20.24.07.076,38.596,-0.009,-0.118,1.001
1667849047096,2022-11-07T20.24.07.096,38.616,-0.009,-0.118,1.002
1667849047115,2022-11-07T20.24.07.115,38.635,-0.010,-0.119,1.002
1667849047136,2022-11-07T20.24.07.136,38.656,-0.011,-0.120,1.002
1667849047155,2022-11-07T20.24.07.155,38.675,-0.010,-0.120,1.002
1667849047175,2022-11-07T20.24.07.175,38.695,-0.009,-0.120,1.000
1667849047194,2022-11-07T20.24.07.194,38.714,-0.009,-0.118,1.001
1667849047215,2022-11-07T20.24.07.215,38.735,-0.011,-0.119,1.003
1667849047234,2022-11-07T20.24.07.234,38.754,-0.010,-0.119,1.000
1667849047254,2022-11-07T20.24.07.254,38.774,-0.008,-0.119,1.001
1667849047275,2022-11-07T20.24.07.275,38.795,-0.009,-0.119,1.002
1667849047294,2022-11-07T20.24.07.294,38.814,-0.010,-0.120,1.004
1667849047314,2022-11-07T20.24.07.314,38.834,-0.009,-0.119,1.001
1667849047333,2022-11-07T20.24.07.333,38.853,-0.008,-0.117,0.999
1667849047354,2022-11-07T20.24.07.354,38.874,-0.010,-0.120,1.000
1667849047373,2022-11-07T20.24.07.373,38.893,-0.011,-0.120,1.003
1667849047393,2022-11-07T20.24.07.393,38.913,-0.011,-0.119,1.003
1667849047412,2022-11-07T20.24.07.412,38.932,-0.010,-0.118,1.002
1667849047433,2022-11-07T20.24.07.433,38.953,-0.010,-0.118,1.001
1667849047453,2022-11-07T20.24.07.453,38.973,-0.009,-0.121,1.003
1667849047473,2022-11-07T20.24.07.473,38.993,-0.009,-0.120,1.001
1667849047493,2022-11-07T20.24.07.493,39.013,-0.011,-0.119,1.002
1667849047512,2022-11-07T20.24.07.512,39.032,-0.009,-0.120,1.000
1667849047533,2022-11-07T20.24.07.533,39.053,-0.010,-0.119,1.003
1667849047552,2022-11-07T20.24.07.552,39.072,-0.011,-0.119,1.001
1667849047572,2022-11-07T20.24.07.572,39.092,-0.010,-0.120,1.001
1667849047591,2022-11-07T20.24.07.591,39.111,-0.011,-0.119,1.002
1667849047612,2022-11-07T20.24.07.612,39.132,-0.009,-0.119,1.003
1667849047631,2022-11-07T20.24.07.631,39.151,-0.010,-0.120,1.001
1667849047651,2022-11-07T20.24.07.651,39.171,-0.010,-0.120,1.001
1667849047672,2022-11-07T20.24.07.672,39.192,-0.011,-0.121,1.002
1667849047691,2022-11-07T20.24.07.691,39.211,-0.011,-0.119,1.000
1667849047711,2022-11-07T20.24.07.711,39.231,-0.009,-0.120,1.001
1667849047730,2022-11-07T20.24.07.730,39.250,-0.009,-0.118,1.002
1667849047751,2022-11-07T20.24.07.751,39.271,-0.010,-0.119,1.002
1667849047770,2022-11-07T20.24.07.770,39.290,-0.010,-0.120,1.001
1667849047790,2022-11-07T20.24.07.790,39.310,-0.009,-0.119,1.002
1667849047809,2022-11-07T20.24.07.809,39.329,-0.010,-0.119,1.002
1667849047830,2022-11-07T20.24.07.830,39.350,-0.010,-0.120,1.001
1667849047850,2022-11-07T20.24.07.850,39.370,-0.010,-0.120,1.001
1667849047869,2022-11-07T20.24.07.869,39.389,-0.010,-0.119,1.001
1667849047890,2022-11-07T20.24.07.890,39.410,-0.012,-0.119,1.002
1667849047909,2022-11-07T20.24.07.909,39.429,-0.010,-0.119,1.001
1667849047930,2022-11-07T20.24.07.930,39.450,-0.010,-0.119,1.000
1667849047949,2022-11-07T20.24.07.949,39.469,-0.009,-0.119,1.003
1667849047969,2022-11-07T20.24.07.969,39.489,-0.008,-0.119,1.002
1667849047988,2022-11-07T20.24.07.988,39.508,-0.011,-0.120,1.003
1667849048009,2022-11-07T20.24.08.009,39.529,-0.011,-0.118,1.001
1667849048029,2022-11-07T20.24.08.029,39.549,-0.011,-0.119,1.001
1667849048048,2022-11-07T20.24.08.048,39.568,-0.009,-0.120,1.001
1667849048069,2022-11-07T20.24.08.069,39.589,-0.009,-0.119,1.002
1667849048088,2022-11-07T20.24.08.088,39.608,-0.009,-0.119,1.000
1667849048108,2022-11-07T20.24.08.108,39.628,-0.010,-0.119,1.000
1667849048127,2022-11-07T20.24.08.127,39.647,-0.011,-0.119,1.002
1667849048148,2022-11-07T20.24.08.148,39.668,-0.010,-0.118,1.004
1667849048167,2022-11-07T20.24.08.167,39.687,-0.009,-0.119,1.002
1667849048187,2022-11-07T20.24.08.187,39.707,-0.010,-0.120,1.001
1667849048208,2022-11-07T20.24.08.208,39.728,-0.009,-0.119,1.000
1667849048227,2022-11-07T20.24.08.227,39.747,-0.010,-0.119,1.001
1667849048247,2022-11-07T20.24.08.247,39.767,-0.011,-0.119,1.001
1667849048266,2022-11-07T20.24.08.266,39.786,-0.009,-0.118,1.001
1667849048287,2022-11-07T20.24.08.287,39.807,-0.011,-0.120,1.001
1667849048306,2022-11-07T20.24.08.306,39.826,-0.010,-0.120,1.003
1667849048327,2022-11-07T20.24.08.327,39.847,-0.011,-0.119,1.002
1667849048346,2022-11-07T20.24.08.346,39.866,-0.009,-0.119,1.003
1667849048366,2022-11-07T20.24.08.366,39.886,-0.010,-0.120,1.003
1667849048387,2022-11-07T20.24.08.387,39.907,-0.011,-0.120,1.001
1667849048406,2022-11-07T20.24.08.406,39.926,-0.011,-0.121,1.001
1667849048426,2022-11-07T20.24.08.426,39.946,-0.009,-0.120,1.000
1667849048445,2022-11-07T20.24.08.445,39.965,-0.009,-0.119,1.003
1667849048466,2022-11-07T20.24.08.466,39.986,-0.010,-0.120,1.001
1667849048485,2022-11-07T20.24.08.485,40.005,-0.011,-0.119,1.000
1667849048505,2022-11-07T20.24.08.505,40.025,-0.011,-0.118,1.000
1667849048524,2022-11-07T20.24.08.524,40.044,-0.010,-0.119,0.999
1667849048545,2022-11-07T20.24.08.545,40.065,-0.011,-0.119,1.001
1667849048565,2022-11-07T20.24.08.565,40.085,-0.009,-0.121,1.000
1667849048584,2022-11-07T20.24.08.584,40.104,-0.011,-0.120,1.000
1667849048605,2022-11-07T20.24.08.605,40.125,-0.009,-0.120,1.002
1667849048624,2022-11-07T20.24.08.624,40.144,-0.009,-0.121,1.002
1667849048644,2022-11-07T20.24.08.644,40.164,-0.010,-0.118,1.000
1667849048663,2022-11-07T20.24.08.663,40.183,-0.012,-0.119,1.003
1667849048684,2022-11-07T20.24.08.684,40.204,-0.009,-0.119,1.003
1667849048703,2022-11-07T20.24.08.703,40.223,-0.010,-0.119,0.999
1667849048723,2022-11-07T20.24.08.723,40.243,-0.009,-0.119,1.000
1667849048743,2022-11-07T20.24.08.743,40.263,-0.009,-0.119,1.002
1667849048763,2022-11-07T20.24.08.763,40.283,-0.010,-0.120,1.001
1667849048784,2022-11-07T20.24.08.784,40.304,-0.012,-0.121,1.003
1667849048803,2022-11-07T20.24.08.803,40.323,-0.010,-0.121,1.002
1667849048823,2022-11-07T20.24.08.823,40.343,-0.009,-0.120,1.001
1667849048842,2022-11-07T20.24.08.842,40.362,-0.010,-0.121,1.001
1667849048863,2022-11-07T20.24.08.863,40.383,-0.010,-0.119,1.003
1667849048882,2022-11-07T20.24.08.882,40.402,-0.010,-0.119,1.001
1667849048902,2022-11-07T20.24.08.902,40.422,-0.009,-0.120,1.002
1667849048921,2022-11-07T20.24.08.921,40.441,-0.010,-0.120,1.000
1667849048942,2022-11-07T20.24.08.942,40.462,-0.011,-0.122,1.000
1667849048962,2022-11-07T20.24.08.962,40.482,-0.009,-0.120,1.003
1667849048981,2022-11-07T20.24.08.981,40.501,-0.011,-0.120,1.001
1667849049002,2022-11-07T20.24.09.002,40.522,-0.009,-0.119,1.001
1667849049021,2022-11-07T20.24.09.021,40.541,-0.007,-0.121,1.001
1667849049041,2022-11-07T20.24.09.041,40.561,-0.010,-0.118,1.001
1667849049060,2022-11-07T20.24.09.060,40.580,-0.009,-0.120,1.002
1667849049081,2022-11-07T20.24.09.081,40.601,-0.009,-0.120,1.003
1667849049100,2022-11-07T20.24.09.100,40.620,-0.009,-0.119,1.000
1667849049120,2022-11-07T20.24.09.120,40.640,-0.010,-0.118,1.000
1667849049141,2022-11-07T20.24.09.141,40.661,-0.010,-0.120,1.002
1667849049160,2022-11-07T20.24.09.160,40.680,-0.010,-0.119,1.003
1667849049181,2022-11-07T20.24.09.181,40.701,-0.009,-0.119,1.001
1667849049200,2022-11-07T20.24.09.200,40.720,-0.007,-0.120,1.002
1667849049220,2022-11-07T20.24.09.220,40.740,-0.010,-0.120,1.002
1667849049239,2022-11-07T20.24.09.239,40.759,-0.011,-0.118,1.001
1667849049260,2022-11-07T20.24.09.260,40.780,-0.009,-0.119,1.002
1667849049279,2022-11-07T20.24.09.279,40.799,-0.008,-0.121,1.001
1667849049299,2022-11-07T20.24.09.299,40.819,-0.011,-0.120,1.001
1667849049320,2022-11-07T20.24.09.320,40.840,-0.010,-0.119,1.002
1667849049339,2022-11-07T20.24.09.339,40.859,-0.009,-0.119,1.004
1667849049359,2022-11-07T20.24.09.359,40.879,-0.012,-0.119,1.003
1667849049378,2022-11-07T20.24.09.378,40.898,-0.010,-0.119,1.002
1667849049399,2022-11-07T20.24.09.399,40.919,-0.010,-0.120,1.001
1667849049418,2022-11-07T20.24.09.418,40.938,-0.010,-0.120,1.002
1667849049438,2022-11-07T20.24.09.438,40.958,-0.010,-0.120,1.002
1667849049457,2022-11-07T20.24.09.457,40.977,-0.010,-0.119,1.003
1667849049478,2022-11-07T20.24.09.478,40.998,-0.011,-0.118,1.001
1667849049498,2022-11-07T20.24.09.498,41.018,-0.009,-0.119,1.001
1667849049517,2022-11-07T20.24.09.517,41.037,-0.009,-0.119,1.001
1667849049538,2022-11-07T20.24.09.538,41.058,-0.010,-0.120,1.002
1667849049557,2022-11-07T20.24.09.557,41.077,-0.011,-0.119,1.001
1667849049577,2022-11-07T20.24.09.577,41.097,-0.009,-0.118,1.001
1667849049597,2022-11-07T20.24.09.597,41.117,-0.008,-0.119,1.002
1667849049617,2022-11-07T20.24.09.617,41.137,-0.009,-0.120,1.001
1667849049636,2022-11-07T20.24.09.636,41.156,-0.009,-0.120,1.001
1667849049657,2022-11-07T20.24.09.657,41.177,-0.010,-0.120,1.001
1667849049677,2022-11-07T20.24.09.677,41.197,-0.011,-0.119,1.002
1667849049696,2022-11-07T20.24.09.696,41.216,-0.011,-0.119,1.003
1667849049717,2022-11-07T20.24.09.717,41.237,-0.010,-0.119,1.004
1667849049736,2022-11-07T20.24.09.736,41.256,-0.010,-0.120,1.000
1667849049756,2022-11-07T20.24.09.756,41.276,-0.010,-0.120,1.002
1667849049775,2022-11-07T20.24.09.775,41.295,-0.011,-0.120,1.003
1667849049796,2022-11-07T20.24.09.796,41.316,-0.010,-0.121,1.003
1667849049815,2022-11-07T20.24.09.815,41.335,-0.009,-0.120,1.003
1667849049835,2022-11-07T20.24.09.835,41.355,-0.009,-0.120,1.001
1667849049856,2022-11-07T20.24.09.856,41.376,-0.009,-0.121,1.002
1667849049875,2022-11-07T20.24.09.875,41.395,-0.010,-0.121,1.003
1667849049895,2022-11-07T20.24.09.895,41.415,-0.011,-0.119,1.002
1667849049914,2022-11-07T20.24.09.914,41.434,-0.009,-0.118,1.002
1667849049935,2022-11-07T20.24.09.935,41.455,-0.010,-0.121,1.002
1667849049954,2022-11-07T20.24.09.954,41.474,-0.011,-0.120,1.001
1667849049974,2022-11-07T20.24.09.974,41.494,-0.009,-0.118,1.002
1667849049994,2022-11-07T20.24.09.994,41.514,-0.011,-0.119,1.000
1667849050014,2022-11-07T20.24.10.014,41.534,-0.011,-0.121,1.000
1667849050033,2022-11-07T20.24.10.033,41.553,-0.011,-0.121,1.002
1667849050054,2022-11-07T20.24.10.054,41.574,-0.010,-0.119,1.002
1667849050074,2022-11-07T20.24.10.074,41.594,-0.009,-0.119,1.002
1667849050093,2022-11-07T20.24.10.093,41.613,-0.010,-0.118,1.000
1667849050114,2022-11-07T20.24.10.114,41.634,-0.011,-0.119,1.002
1667849050133,2022-11-07T20.24.10.133,41.653,-0.011,-0.121,1.002
1667849050153,2022-11-07T20.24.10.153,41.673,-0.009,-0.119,1.001
1667849050172,2022-11-07T20.24.10.172,41.692,-0.010,-0.119,1.001
1667849050193,2022-11-07T20.24.10.193,41.713,-0.010,-0.120,1.001
1667849050212,2022-11-07T20.24.10.212,41.732,-0.011,-0.120,1.001
1667849050232,2022-11-07T20.24.10.232,41.752,-0.009,-0.119,1.003
1667849050253,2022-11-07T20.24.10.253,41.773,-0.009,-0.120,1.001
1667849050272,2022-11-07T20.24.10.272,41.792,-0.010,-0.119,1.001
1667849050292,2022-11-07T20.24.10.292,41.812,-0.010,-0.119,1.000
1667849050311,2022-11-07T20.24.10.311,41.831,-0.009,-0.119,0.998
1667849050332,2022-11-07T20.24.10.332,41.852,-0.008,-0.119,1.000
1667849050351,2022-11-07T20.24.10.351,41.871,-0.010,-0.119,1.003
1667849050371,2022-11-07T20.24.10.371,41.891,-0.012,-0.120,1.000
1667849050390,2022-11-07T20.24.10.390,41.910,-0.008,-0.120,1.001
1667849050411,2022-11-07T20.24.10.411,41.931,-0.009,-0.120,1.002
1667849050432,2022-11-07T20.24.10.432,41.952,-0.010,-0.119,1.002
1667849050451,2022-11-07T20.24.10.451,41.971,-0.008,-0.119,1.001
1667849050471,2022-11-07T20.24.10.471,41.991,-0.009,-0.120,1.000
1667849050490,2022-11-07T20.24.10.490,42.010,-0.011,-0.120,1.002
1667849050511,2022-11-07T20.24.10.511,42.031,-0.010,-0.120,1.002
1667849050530,2022-11-07T20.24.10.530,42.050,-0.010,-0.119,1.002
1667849050550,2022-11-07T20.24.10.550,42.070,-0.010,-0.118,1.001
1667849050569,2022-11-07T20.24.10.569,42.089,-0.011,-0.119,1.002
1667849050590,2022-11-07T20.24.10.590,42.110,-0.009,-0.120,1.002
1667849050610,2022-11-07T20.24.10.610,42.130,-0.010,-0.121,1.001
1667849050629,2022-11-07T20.24.10.629,42.149,-0.009,-0.120,1.001
1667849050650,2022-11-07T20.24.10.650,42.170,-0.009,-0.120,1.000
1667849050669,2022-11-07T20.24.10.669,42.189,-0.009,-0.119,1.001
1667849050689,2022-11-07T20.24.10.689,42.209,-0.009,-0.120,1.000
1667849050708,2022-11-07T20.24.10.708,42.228,-0.009,-0.120,1.001
1667849050729,2022-11-07T20.24.10.729,42.249,-0.010,-0.119,1.000
1667849050748,2022-11-07T20.24.10.748,42.268,-0.010,-0.119,1.001
1667849050768,2022-11-07T20.24.10.768,42.288,-0.009,-0.120,1.002
1667849050789,2022-11-07T20.24.10.789,42.309,-0.011,-0.119,1.001
1667849050808,2022-11-07T20.24.10.808,42.328,-0.011,-0.120,1.002
1667849050828,2022-11-07T20.24.10.828,42.348,-0.008,-0.119,1.003
1667849050848,2022-11-07T20.24.10.848,42.368,-0.009,-0.120,1.001
1667849050868,2022-11-07T20.24.10.868,42.388,-0.012,-0.119,1.001
1667849050887,2022-11-07T20.24.10.887,42.407,-0.011,-0.120,1.002
1667849050908,2022-11-07T20.24.10.908,42.428,-0.009,-0.118,1.002
1667849050927,2022-11-07T20.24.10.927,42.447,-0.008,-0.119,1.002
1667849050947,2022-11-07T20.24.10.947,42.467,-0.009,-0.119,1.000
1667849050968,2022-11-07T20.24.10.968,42.488,-0.010,-0.119,1.002
1667849050987,2022-11-07T20.24.10.987,42.507,-0.009,-0.120,1.002
1667849051007,2022-11-07T20.24.11.007,42.527,-0.009,-0.120,1.003
1667849051026,2022-11-07T20.24.11.026,42.546,-0.009,-0.119,1.002
1667849051047,2022-11-07T20.24.11.047,42.567,-0.008,-0.119,1.003
1667849051066,2022-11-07T20.24.11.066,42.586,-0.011,-0.120,1.002
1667849051086,2022-11-07T20.24.11.086,42.606,-0.011,-0.119,1.000
1667849051105,2022-11-07T20.24.11.105,42.625,-0.008,-0.118,1.000
1667849051126,2022-11-07T20.24.11.126,42.646,-0.009,-0.119,1.001
1667849051145,2022-11-07T20.24.11.145,42.665,-0.010,-0.120,1.001
1667849051165,2022-11-07T20.24.11.165,42.685,-0.010,-0.120,1.002
1667849051186,2022-11-07T20.24.11.186,42.706,-0.009,-0.120,1.003
1667849051205,2022-11-07T20.24.11.205,42.725,-0.010,-0.120,1.001
1667849051225,2022-11-07T20.24.11.225,42.745,-0.011,-0.120,1.001
1667849051244,2022-11-07T20.24.11.244,42.764,-0.009,-0.119,1.002
1667849051265,2022-11-07T20.24.11.265,42.785,-0.009,-0.120,1.003
1667849051284,2022-11-07T20.24.11.284,42.804,-0.010,-0.120,1.000
1667849051305,2022-11-07T20.24.11.305,42.825,-0.012,-0.119,1.000
1667849051324,2022-11-07T20.24.11.324,42.844,-0.012,-0.119,1.001
1667849051344,2022-11-07T20.24.11.344,42.864,-0.011,-0.120,1.000
1667849051365,2022-11-07T20.24.11.365,42.885,-0.008,-0.119,1.001
1667849051384,2022-11-07T20.24.11.384,42.904,-0.007,-0.119,1.001
1667849051404,2022-11-07T20.24.11.404,42.924,-0.009,-0.120,1.001
1667849051423,2022-11-07T20.24.11.423,42.943,-0.010,-0.120,1.000
1667849051444,2022-11-07T20.24.11.444,42.964,-0.011,-0.120,1.000
1667849051463,2022-11-07T20.24.11.463,42.983,-0.009,-0.121,1.001
1667849051483,2022-11-07T20.24.11.483,43.003,-0.011,-0.120,1.002
1667849051502,2022-11-07T20.24.11.502,43.022,-0.010,-0.120,0.999
1667849051523,2022-11-07T20.24.11.523,43.043,-0.011,-0.119,1.001
1667849051543,2022-11-07T20.24.11.543,43.063,-0.009,-0.120,1.002
1667849051562,2022-11-07T20.24.11.562,43.082,-0.011,-0.121,1.000
1667849051583,2022-11-07T20.24.11.583,43.103,-0.012,-0.120,1.002
1667849051602,2022-11-07T20.24.11.602,43.122,-0.010,-0.119,1.001
1667849051622,2022-11-07T20.24.11.622,43.142,-0.008,-0.119,1.003
1667849051641,2022-11-07T20.24.11.641,43.161,-0.009,-0.119,1.001
1667849051662,2022-11-07T20.24.11.662,43.182,-0.011,-0.119,1.000
1667849051681,2022-11-07T20.24.11.681,43.201,-0.011,-0.120,1.001
1667849051702,2022-11-07T20.24.11.702,43.222,-0.010,-0.119,1.002
1667849051722,2022-11-07T20.24.11.722,43.242,-0.009,-0.119,1.000
1667849051741,2022-11-07T20.24.11.741,43.261,-0.011,-0.119,1.000
1667849051762,2022-11-07T20.24.11.762,43.282,-0.009,-0.119,1.000
1667849051781,2022-11-07T20.24.11.781,43.301,-0.010,-0.118,1.001
1667849051801,2022-11-07T20.24.11.801,43.321,-0.009,-0.120,1.000
1667849051820,2022-11-07T20.24.11.820,43.340,-0.009,-0.120,1.000
1667849051841,2022-11-07T20.24.11.841,43.361,-0.010,-0.119,1.000
1667849051860,2022-11-07T20.24.11.860,43.380,-0.010,-0.119,1.001
1667849051880,2022-11-07T20.24.11.880,43.400,-0.011,-0.118,1.000
1667849051901,2022-11-07T20.24.11.901,43.421,-0.011,-0.120,0.999
1667849051920,2022-11-07T20.24.11.920,43.440,-0.011,-0.119,1.000
1667849051940,2022-11-07T20.24.11.940,43.460,-0.008,-0.119,1.001
1667849051959,2022-11-07T20.24.11.959,43.479,-0.007,-0.119,1.001
1667849051980,2022-11-07T20.24.11.980,43.500,-0.009,-0.119,1.002
1667849051999,2022-11-07T20.24.11.999,43.519,-0.008,-0.120,1.002
1667849052019,2022-11-07T20.24.12.019,43.539,-0.009,-0.119,1.000
1667849052038,2022-11-07T20.24.12.038,43.558,-0.010,-0.120,0.999
1667849052059,2022-11-07T20.24.12.059,43.579,-0.011,-0.120,1.003
1667849052079,2022-11-07T20.24.12.079,43.599,-0.012,-0.120,1.001
1667849052098,2022-11-07T20.24.12.098,43.618,-0.011,-0.119,1.000
1667849052119,2022-11-07T20.24.12.119,43.639,-0.009,-0.119,1.002
1667849052138,2022-11-07T20.24.12.138,43.658,-0.008,-0.119,1.002
1667849052159,2022-11-07T20.24.12.159,43.679,-0.011,-0.120,1.002
1667849052178,2022-11-07T20.24.12.178,43.698,-0.012,-0.118,1.002
1667849052198,2022-11-07T20.24.12.198,43.718,-0.011,-0.118,1.002
1667849052217,2022-11-07T20.24.12.217,43.737,-0.009,-0.119,1.000
1667849052238,2022-11-07T20.24.12.238,43.758,-0.011,-0.120,1.000
1667849052258,2022-11-07T20.24.12.258,43.778,-0.011,-0.119,1.001
1667849052277,2022-11-07T20.24.12.277,43.797,-0.011,-0.119,1.002
1667849052298,2022-11-07T20.24.12.298,43.818,-0.010,-0.119,1.001
1667849052317,2022-11-07T20.24.12.317,43.837,-0.009,-0.118,1.000
1667849052337,2022-11-07T20.24.12.337,43.857,-0.008,-0.119,1.001
1667849052356,2022-11-07T20.24.12.356,43.876,-0.010,-0.120,1.000
1667849052377,2022-11-07T20.24.12.377,43.897,-0.011,-0.119,1.000
1667849052396,2022-11-07T20.24.12.396,43.916,-0.007,-0.118,1.001
1667849052416,2022-11-07T20.24.12.416,43.936,-0.009,-0.121,1.001
1667849052435,2022-11-07T20.24.12.435,43.955,-0.009,-0.121,1.002
1667849052456,2022-11-07T20.24.12.456,43.976,-0.011,-0.120,1.003
1667849052476,2022-11-07T20.24.12.476,43.996,-0.010,-0.119,1.001
1667849052495,2022-11-07T20.24.12.495,44.015,-0.008,-0.119,1.000
1667849052516,2022-11-07T20.24.12.516,44.036,-0.009,-0.119,1.001
1667849052535,2022-11-07T20.24.12.535,44.055,-0.009,-0.117,1.000
1667849052556,2022-11-07T20.24.12.556,44.076,-0.009,-0.119,1.003
1667849052575,2022-11-07T20.24.12.575,44.095,-0.011,-0.119,1.000
1667849052595,2022-11-07T20.24.12.595,44.115,-0.012,-0.119,1.001
1667849052614,2022-11-07T20.24.12.614,44.134,-0.010,-0.120,1.001
1667849052635,2022-11-07T20.24.12.635,44.155,-0.009,-0.119,1.001
1667849052655,2022-11-07T20.24.12.655,44.175,-0.008,-0.120,1.001
1667849052674,2022-11-07T20.24.12.674,44.194,-0.010,-0.119,1.003
1667849052695,2022-11-07T20.24.12.695,44.215,-0.009,-0.119,1.000
1667849052714,2022-11-07T20.24.12.714,44.234,-0.009,-0.119,1.001
1667849052734,2022-11-07T20.24.12.734,44.254,-0.011,-0.119,1.001
